image_id,label
jean-auguste-dominique-ingres_the-golden-age,1
vincent-van-gogh_cypresses-and-two-women-1890,5
anna-ostroumova-lebedeva_leningrad-fontanka-and-the-summer-garden-in-frost-1929,9
gustave-moreau_a-esfinge-vencedora,9
gustave-moreau_satyrs-1892,3
maurice-utrillo_sacre-coeur-2,0
felix-vallotton_portrait-of-french-writer-paul-claudel-1898,0
amedeo-modigliani_jeanne-hebuterne-1919,2
viktor-vasnetsov_russian-bishops-1896,0
giovanni-battista-piranesi_three-clocks-two-chairs-a-chandelier,4
bartolome-esteban-murillo_sleeping-man,4
henri-matisse_entrance-to-the-kasbah-1912,2
paul-cezanne_achille-emperaire,2
ilya-repin_warrior-xvii-century-1879,9
pieter-de-hooch_dutch-family,1
francisc-sirato_autoportret,2
viktor-vasnetsov_oleg-at-his-horse-s-remains-1899,9
nicholas-roerich_two-girls-1930,0
frans-hals_portrait-of-a-woman-5,1
koloman-moser_picture-book-for-the-niece-of-ditha-mautner-von-markhof-1904-5,0
mihaly-munkacsy_evening-in-parc-monceau-1895,7
nicolae-tonitza_catrina-1,3
giovanni-battista-piranesi_ancient-mausoleum-erected-to-the-ashes-of-a-roman-emperor,4
wilhelm-kotarbinski_leela-wend,9
andre-masson_the-fruits-of-the-abyss,4
antonio-canova_self-portrait-1792,1
john-henry-twachtman_winter-landscape-cincinnati,6
joan-miro_women-and-birds-at-sunrise,8
alexandre-benois_oranienbaum-the-monkey-cabinet-in-roller-coaster-hall,3
vincent-van-gogh_head-of-a-boy-with-broad-brimmed-hat-1890,5
giovanni-battista-piranesi_vedute-di-roma-35,4
max-kurzweil_the-farrier,7
marc-chagall_artist-over-vitebsk,2
valentin-serov_quartet,6
ivan-bilibin_illustration-for-alexander-pushkin-s-fairytale-of-the-tsar-saltan-1905-6,0
zdislav-beksinski_untitled-292,4
christen-kobke_rough-sea-on-a-rocky-coast-1839,7
bartolome-esteban-murillo_vision-to-st-francis-1646,1
fyodor-alekseyev_view-of-the-sovereign-s-palace-and-the-church-of-the-annunciation-in-the-rye-yard,3
pierre-auguste-renoir_woman-in-a-landscape,3
adriaen-van-de-velde_a-classical-landscape-1671,1
alphonse-mucha_champagne-printer-publisher-1897,0
serge-sudeikin_dairy-hour,6
nicholas-roerich_madonna-laboris-1933,9
konstantin-makovsky_portrait-23,2
raphael-kirchner_heart-lady-2,0
gustave-moreau_st-sebastian-and-the-angel-1876,9
childe-hassam_celia-thaxter-s-garden-isles-of-shoals-maine,3
vasily-surikov_river-ob-1895,3
ernst-ludwig-kirchner_bathing-women-between-white-rocks,2
joseph-wright_sir-richard-arkwright-1790,1
odilon-redon_the-boat-virgin-with-corona,9
nicholas-roerich_monhigan-study-1922-28,2
dado_the-large-farm-1963,5
otto-dix_dying-warrior,2
giovanni-battista-piranesi_view-of-elevation-above-the-vessel,4
irma-stern_berber-girl-1945,7
fernand-khnopff_aktstudie-1912,7
carlos-merida_anthropomorphic-still-life-1958,8
paul-cezanne_apples-on-a-sheet,5
rembrandt_a-repose-in-outline-1645,6
auguste-herbin_house-at-the-water-1905,5
max-ernst_illustration-to-a-week-of-kindness-1934-84,8
andrei-ryabushkin_a-young-man-breaking-into-the-girls-dance-and-the-old-women-are-in-panic,0
canaletto_riva-degli-schiavoni-looking-east-1730-1,1
john-william-godward_a-melody-1904,4
henry-herbert-la-thangue_a-proven-al-stream-1903,3
vincent-van-gogh_walking-couple-1886,0
abraham-van-strij_stop-for-an-inn,4
franz-marc_deer-at-dusk-1909,7
francis-picabia_the-acrobates,8
salvador-dali_the-metamorphosis-of-narcissus,2
gustav-klimt_the-swamp-1900,3
henri-matisse_seated-figure-striped-carpet-1920,3
rembrandt_a-beggar-and-a-companion-piece-turned-to-the-right-1634,1
eugene-boudin_the-beach-at-trouville-1864-1,3
eugene-boudin_scheveningen-boats-aground-on-the-shore-1875,6
jan-steen_dancing-couple-detail-1663-6,8
alexandre-benois_ray-embankment-in-basel-in-the-rain-1896-1,3
gustave-dore_the-vision-of-death,7
nicholas-roerich_lake-in-the-mountains-1,9
frans-hals_portrait-of-a-man-1633,1
boris-kustodiev_bather-seated-on-the-shore-1926,0
pierre-bonnard_study-for-profile-of-a-woman-in-a-bow-tie,3
martiros-saryan_a-street-evening-1910,2
caravaggio_still-life-with-flowers-and-fruit-1601,1
bartolome-esteban-murillo_st-isidor-1655,4
gustave-dore_don-quixote-58,7
rembrandt_studio-scenne-with-sitters-1650,8
jacek-yerka_strawberry-tree-1,6
marie-laurencin_woman-with-dove-1919,2
charles-francois-daubigny_eel-fishermen-1864,7
winslow-homer_fisherwomen-cullercoats,6
joaqu-n-sorolla_elenita-at-the-beach-asturias-1903,3
caravaggio_portrait-of-alof-de-wignacourt-and-his-page-1608,1
pablo-picasso_bathers-1920,8
kuzma-petrov-vodkin_theatre-drama,2
francesco-hayez_portrait-of-teresa-borri,1
edvard-munch_self-portrait-between-the-clock-and-the-bed-1943,5
giovanni-battista-piranesi_jesus-carried-to-calvary-2,7
zdislav-beksinski_untitled-519,8
ion-pacea_natur-static-cu-vas-i-fructe,8
frederick-sommer_coyote-1945,2
boris-kustodiev_tula-stage-design-for-e-zamyatin-s-play-the-flea-1925,8
giovanni-battista-piranesi_details,4
santiago-rusinol_jardines-del-pirata-mallorca,0
rafael-zabaleta_surrealistic-dream,1
gerrit-dou_the-quack-1652,1
vincent-van-gogh_portrait-of-camille-roulin-1888-1,5
nikolay-bogdanov-belsky_the-wedding,0
conroy-maddox_doctor-faustus,8
henri-matisse_seated-odalisque-1922,5
claude-monet_zaandam-little-bridge,5
gustav-klimt_country-garden-with-sunflowers-1906,0
paul-cezanne_still-life-with-apples-and-fruit-bowl-1882,5
walter-sickert_view-of-bath-from-belvedere,5
camille-corot_village-at-the-foot-of-a-hill-ile-de-france,3
ivan-aivazovsky_passage-of-the-jews-through-the-red-sea-1891,7
kuzma-petrov-vodkin_spring-in-the-country-1929,3
akseli-gallen-kallela_stockflotte-1908,8
walter-sickert_the-straw-hat,9
oswaldo-guayasamin_from-la-edad-de-la-ternura-series,8
william-adolphe-bouguereau_study-of-a-young-girl-s-head,4
adolphe-joseph-thomas-monticelli_seascape-near-marseille-fantastic-village,3
nicholas-roerich_himalayas-18,9
osman-hamdi_the-musician-girl-1880,8
aleksey-antropov_archbishop-sylvester-kuliabka,1
rembrandt_minerva-1635,1
robert-julian-onderdonk_san-antonio-river-1920,6
wolfgang-paalen_genius-of-the-species-1938,8
philip-wilson-steer_landscape-with-trees-in-yorkshire,8
andrei-ryabushkin_volga-vseslavevich,5
ferdinand-hodler_the-german-students-in-the-war-of-liberation-of-1813-1908-1,2
pablo-picasso_jeanne-reclining-nude-1901,5
mikhail-nesterov_a-hand-with-flowers,3
marc-chagall_study-to-exodus,2
walter-sickert_st-mark-s-venice,6
william-turner_storm-clouds-sunset,9
marie-laurencin_jeune-fille-la-guirlande-de-fleurs-1935,7
annibale-carracci_st-margaret-1599,1
ivan-rutkovych_icon-christ-in-glory-1699,0
caravaggio_calling-of-saint-matthew,1
georges-lacombe_yellow-sea,2
rembrandt_the-entombment-1635,1
william-adolphe-bouguereau_harvester-1875,7
frans-hals_anna-van-der-aar-1626,1
william-merritt-chase_at-the-boat-landing,3
vincent-van-gogh_beer-tankards-1885,8
odilon-redon_eve-1904,9
vasily-surikov_evening-in-petersburg-1871,3
boris-kustodiev_boy-with-teddy-bear-1907,7
ligia-macovei_still-life,5
jacek-yerka_hunter-s-morning,8
giovanni-battista-piranesi_two-friezes,4
nicholas-roerich_snakes-facing-whisperer-a-serpent-1912,5
peter-paul-rubens_landscape-with-an-avenue-of-trees,3
nicholas-roerich_tervus,9
odilon-redon_everywhere-eyeballs-are-aflame-1888,8
jan-steen_card-players,1
heorhiy-narbut_illustration-to-ivan-krylov-s-fable-the-ant-and-the-dragonfly-1912,2
ivan-bilibin_russian-folk-art-illustration-for-the-magazine-world-of-art-1904-1,0
paul-cezanne_seated-woman-1879,5
lovis-corinth_the-abduction-1918,2
dorothy-lathrop_illustration-for-hitty-1,2
pablo-picasso_mother-and-child-1921,7
vincent-van-gogh_country-road-1890,7
paul-cezanne_large-bathers,5
gustave-loiseau_grand-quay-fecamp,5
thomas-eakins_photograph-1910-21,6
heorhiy-narbut_illustration-for-the-book-how-mice-buried-the-cat-by-zhukovsky-1910-3,0
christo-coetzee_betelgeuse-astronaut-1978,8
jacques-louis-david_nude-study-of-pope-pius-vii-1805,4
pablo-picasso_untitled-1939-8,2
giovanni-battista-piranesi_two-sides-of-sedan-chairs-two-tables-to-the-wall-nine-chandeliers,4
vincent-van-gogh_soup-distribution-in-a-public-soup-kitchen-1883,6
zinaida-serebriakova_nude-girl,4
maurice-prendergast_venetian-canal-scene,0
zdislav-beksinski_untitled-395,8
giovanni-battista-piranesi_equestrian-statue-of-marcus-aurelius,4
lucian-grigorescu_bucure-tiul-vechi-dinspre-sf-spiridon,3
claude-monet_the-road-to-the-farm-of-saint-simeon-1,3
rene-magritte_the-female-thief-1927,8
raphael-kirchner_roma-5,0
jean-baptiste-simeon-chardin_wild-rabbit-with-game-bag-and-powder-flask-1730,7
lyonel-feininger_the-dome-in-halle-1930,6
george-luks_boulders-on-a-riverbank-1919,5
pablo-picasso_the-tragedy-1903,8
henri-matisse_pont-saint-michel-in-paris,5
wilhelm-kotarbinski_rain-song,0
rembrandt_abraham-franz-1656,7
vasily-vereshchagin_kyrgyz-bride-outfit-with-a-headdress-covering-the-face-1870,4
henri-de-toulouse-lautrec_little-dog-1888,9
rembrandt_view-of-amsterdam-1640,6
ivan-aivazovsky_windmills-in-the-ukrainian-steppe-at-sunset-1862,7
odilon-redon_vision,9
vasily-perov_scene-on-a-grave-1859,1
boris-kustodiev_playing-the-whist-1905,1
marcel-duchamp_portrait-of-jacques-villon,9
dante-gabriel-rossetti_sketch-for-dante-at-verona-with-a-preliminary-study-for-the-principal-figure,5
constantin-artachino_balcic-gulf,3
raphael-kirchner_princess-riquette,0
sidney-nolan_disguise-1967,2
cuno-amiet_atmosphere-1932,5
mario-ballocco_l-homo-perplesso-1950,8
edward-burne-jones_the-vision-of-saint-catherine,9
harry-clarke_the-year-s-at-the-spring-1920-10,9
arthur-segal_der-bildhauer-1919,2
giovanni-battista-piranesi_the-roman-antiquities-t-4-plate-xxv-plan-of-the-theatre-of-marcellus,4
ivan-shishkin_the-mordvinovo-oaks-1891,6
peter-paul-rubens_the-meeting-of-abraham-and-melchizedek,1
willard-metcalf_on-the-suffolk-coast,3
josefa-de-obidos_s-o-jos-e-o-menino,1
zinaida-serebriakova_bathing-1917,2
ernst-ludwig-kirchner_self-portrait-with-model,2
salvador-dali_landscape-with-hidden-image-of-michelangelo-s-david,5
ivan-shishkin_at-the-edge-of-the-forest,1
henri-martin_sunny-doorway,3
henry-raeburn_general-sir-william-maxwell,1
henri-fantin-latour_flowers-and-fruit-1865,6
angelica-kauffman_family-portrait-of-catherine-petrovna-baryatinskiy,4
karl-bodmer_crow-indians-plate-13-from-volume-1-of-travels-in-the-interior-of-north-america-1843,7
gabriel-metsu_woman-eating,1
giovanni-paolo-panini_a-capriccio-of-the-roman-forum-1741,7
john-singleton-copley_portrait-of-a-woman-1755,4
raphael-kirchner_girls-with-purple-surrounds-1900-7,0
dante-gabriel-rossetti_annie-miller-1877-1,7
david-teniers-the-younger_the-archduke-leopold-wilhelm-in-his-picture-gallery-in-brussels,1
max-beckmann_columbine,1
asgrimur-jonsson_view-of-elli-a-rvogur-reykjav-k-1930,5
jacob-jordaens_neptune-creating-the-horse-1645,1
maurice-prendergast_harbor-afternoon,5
amedeo-modigliani_jeanne-hebuterne-in-red-shawl-1917-1,2
ernst-ludwig-kirchner_hallesches-tor-berlin,5
salvador-dali_gala-s-castle-at-pubol,8
kuzma-petrov-vodkin_self-portrait-1912,2
fyodor-bronnikov_bellagio-1875,7
vincent-van-gogh_the-woodcutter-after-millet-1890,5
giovanni-battista-piranesi_bacchante-with-a-sword,4
ferdinand-georg-waldm-ller_tree-studies-from-rome-1846,6
franz-xaver-winterhalter_adelina-patti,7
wols_la-fiesta-1939,2
nicholas-roerich_shchegolikha-1912-1,0
raoul-dufy_window-with-coloured-glasses-1906,2
marc-chagall_study-to-song-of-songs-iv-1958-2,8
salvador-dali_the-sun-of-dali,8
rembrandt_the-shipbuilder-and-his-wife-1633,6
ilya-repin_putting-a-propagandist-under-arrest-1-1879,4
sir-lawrence-alma-tadema_a-coign-of-vantage-1895,0
giovanni-battista-piranesi_portrait-of-small-strozzi,4
camille-corot_at-civita-castellana-wooded-rocks,1
peter-paul-rubens_adoration-of-the-shepherds,1
nicholas-roerich_fire-blossom-1924,2
artemisia-gentileschi_allegoria-dell-inclinazione-1615,1
patrick-heron_harbour-window-with-two-figures-st-ives-july-1950-1950,2
dorothy-lathrop_a-little-boy-lost-1920-9,2
winston-churchill_lake-near-breccles-in-autumn,3
eugene-boudin_antibes-the-rocks-of-the-islet,3
raphael-kirchner_apples-sweet-fruits-1900,0
edvard-munch_old-man-in-warnemunde-1907,2
salvador-dali_princess-arthchil-gourielli-helena-rubinstein,9
camille-pissarro_field-at-eragny-1885,5
gustave-moreau_woman-and-panther-salome-and-the-panther,3
kuzma-petrov-vodkin_female-head-1913,2
frans-hals_the-merry-drinker-1630,1
childe-hassam_still-life-fruits,3
theodor-severin-kittelsen_skomv-r-lighthouse-1891,9
mikalojus-ciurlionis_fortress-fortress-fairy-tale-1908,0
vasily-surikov_the-old-gardener-1882,6
rembrandt_belshazzar-s-feast-1635,1
johan-hendrik-weissenbruch_landscape-with-mills,3
henri-de-toulouse-lautrec_messalina-seated-1900,5
valentin-serov_portrait-of-anna-benois-1908,6
marcel-duchamp_with-my-tongue-in-my-cheek-1959,9
jacques-villon_little-girl-on-a-red-staircase-1900,0
john-singer-sargent_a-siesta-1907,5
egon-schiele_house-with-drying-laundry-1917,5
paul-cezanne_four-bathers-1880,2
yannoulis-chalepas_the-hunter-1933,4
johan-hendrik-weissenbruch_view-on-the-market-of-haarlem-sun,1
alphonse-mucha_regional-exhibition-in-ivancice-1912,0
panayiotis-tetsis_tables-xii-1988,8
giovanni-battista-piranesi_the-prisons-2,4
eugene-boudin_the-port-of-bordeaux-1876,3
vincent-van-gogh_workman-beside-a-mound-of-peat-and-a-peat-boat-with-two-figures-1883,4
giovanni-battista-piranesi_tomb-of-the-three-brothers-in-albano-curiatii,4
peter-paul-rubens_equestrian-portrait-of-the-duke-of-lerma-1603,1
marc-chagall_the-jacob-s-dream-2,9
nikolaos-lytras_landscape-of-athens,9
nicholas-roerich_himalayas-32,9
ferdinand-hodler_lake-thun-from-the-path-to-the-plate-schynigen-1908-1,9
rene-magritte_project-of-poster-the-center-of-textile-workers-in-belgium-1938,9
peter-paul-rubens_venus-und-adonis,4
odilon-redon_apparition,2
rene-magritte_the-magician-self-portrait-with-four-arms-1952,4
chronis-botsoglou_sex,8
david-teniers-the-younger_a-bleaching-ground,7
boris-kustodiev_children-of-the-artist-1913,2
ilya-repin_portrait-of-s-a-repina-1878,1
giovanni-battista-piranesi_view-of-the-waterfalls-at-tivoli,7
guy-rose_the-lavalier,4
paul-klee_garden-figure-1940,0
stefan-popescu_yawls-in-the-lagoon-1924,8
grace-cossington-smith_black-mountain-1931,0
nicholas-roerich_sign-1915,3
rembrandt_three-women-and-a-child-at-the-door,1
george-frederick-watts_orpheus-and-eurydice,1
odilon-redon_flowers-4,6
nicholas-roerich_putivl-eclipse-1914,0
pierre-narcisse-guerin_clytemnestra,4
theodore-rousseau_not_detected_198948,6
isaac-levitan_lake-spring-1898,5
vasile-kazar_illustration-for-catul-s-poems-1969,0
konstantinos-volanakis_1894,7
camille-corot_mademoiselle-de-foudras-1872,6
giovanni-battista-piranesi_modinature-frames,4
paul-gauguin_abandoned-garden-in-rouen,3
eugene-boudin_the-beach-at-trouville-1871,6
vincent-van-gogh_nude-woman-reclining-seen-from-the-back-1887,5
giovanni-battista-piranesi_the-roman-antiquities-t-3-plate-xix-grand-porphyry-urn-with-a-lid-found-in-the-mausoleum-of-s,4
edouard-manet_head-of-jean-baptiste-faure,6
rembrandt_christ-driving-the-moneychangers-from-the-temple-1635,1
jean-auguste-dominique-ingres_henriette-harvey-and-her-half-sister-elizabeth-norton-1,1
felicien-rops_lesbos-known-as-sappho,2
william-adolphe-bouguereau_the-veil-1898,9
edgar-degas_ballerinas-adjusting-their-dresses,3
mykola-pymonenko_fabric-trading-woman-1901,6
billy-childish_reunion-owl-2011,5
vincent-van-gogh_interior-with-peasant-woman-sitting-near-the-fireplace-1885-1,9
aubrey-beardsley_not_detected_245615,0
aleksey-antropov_portrait-of-general-in-chief-count-william-w-fermor,7
egon-schiele_standing-woman-in-red-1913,0
endre-balint_grotesque-funeral-1963,5
joshua-reynolds_st-john-the-baptist-in-the-wilderness,1
josefa-de-obidos_natureza-morta-doces-e-flores-1676,1
gustav-klimt_water-nymphs-silverfish,9
tia-peltz_the-little-bench,2
mikhail-vrubel_self-portrait-1885,6
artemisia-gentileschi_dame-assise-de-trois-quarts,1
fyodor-alekseyev_church-of-nikola-the-big-cross-on-ilyinka,4
william-merritt-chase_portrait-of-miss-frances,4
leonora-carrington_play-shadow-1977,9
edgar-degas_cafe-concert-at-les-ambassadeurs-1877,2
valentin-serov_portrait-of-vladimir-girshman-1911,6
jean-auguste-dominique-ingres_the-betrothal-of-raphael-and-the-niece-of-cardinal-bibbiena-1814,1
paul-bril_fantastic-mountain-landscape-1598,1
rembrandt_st-bartholomew-1657,6
francisco-de-zurbaran_the-temptation-of-st-jerome-1639,1
peter-paul-rubens_portrait-of-a-woman,1
aladar-korosfoi-kriesch_fair-1917,3
maurice-utrillo_st-vincent-street,3
max-kurzweil_the-fisherman,3
valentin-serov_portrait-of-henrietta-girshman-1907,1
edvard-munch_street-lafayette-1891,5
mikalojus-ciurlionis_faces-1905,9
william-turner_what-you-will-1822,6
peter-paul-rubens_ildefonso-altar,7
vasily-vereshchagin_dressing-station-1879,0
andre-derain_chinese-boxers,2
thomas-eakins_lincoln-and-grant-1894,8
martiros-saryan_portrait-of-anna-akhmatova,9
george-stubbs_diomed,7
william-holman-hunt_the-triumph-of-the-innocents-1876,1
anthony-van-dyck_portrait-of-the-painter-cornelis-de-wae,1
alphonse-mucha_medea-1898,0
stefan-luchian_lakeshore-grove-1898,5
francisco-de-zurbaran_the-immaculate-conception,1
paul-cezanne_nude-female-with-attendants-1880,9
ivan-bilibin_cake-city-1912,0
salvador-dali_moth-and-flame-candelstick,8
pierre-paul-prud-hon_female-nude-leaning,4
giovanni-battista-piranesi_the-roman-antiquities-t-1-plate-xxxvi-veduta-with-ruins-of-the-peristyle-house-of-nero-1756,4
boris-kustodiev_portrait-of-a-woman-a-v-rzhevuskaya-1909,4
heorhiy-narbut_cover-for-the-book-the-russian-red-cross-1867-1917-1917,0
heorhiy-narbut_illustration-to-volodymyr-narbut-s-poem-before-the-easter-1919,0
albert-anker_bildnis-des-jungen-de-bros-1898,4
konstantin-somov_in-the-forrest,5
esaias-van-de-velde_merry-company-banqueting-on-a-terrace,1
albert-marquet_the-village-of-vosges-1893,5
vincent-van-gogh_sower-1884,0
peter-paul-rubens_portrait-of-a-woman-probably-susanna-lunden,7
salvador-dali_landscape-1,6
johann-koler_the-portrait-of-nikolai-petrovitsch-semjonovs-daughter-1865,4
paul-gauguin_portrait-of-woman-against-the-cezanne-s-still-life-with-apples-1890,3
nicholas-roerich_smolensk-the-porch-of-the-convent-1903,8
odilon-redon_violette-haymann,9
sergey-solomko_caught,0
lynd-ward_not-detected-272534,2
pierre-auguste-renoir_head-of-a-young-woman,5
vincent-van-gogh_still-life-with-yellow-hat-1885,1
william-turner_the-slave-ship,9
john-singleton-copley_dorothy-quincy,4
gustave-dore_solomon-receives-the-queen-of-sheba,7
alfred-sisley_river-landscape-by-moret-sur-loing,3
rembrandt_a-scholar-seated-at-a-table-with-books-1634,1
alfred-sisley_the-loing-at-moret-1883,3
francisco-goya_bartholomew-suerda,7
william-leighton-leitch_radcliffe-camera-oxford,5
isaac-levitan_boatmen,6
gustav-klimt_landscape-garden-meadow-in-flower,5
odilon-redon_the-green-death,5
pyotr-konchalovsky_still-life-malwa-1921,5
ion-theodorescu-sion_scout-1917,2
john-hoppner_portrait-of-a-young-lady,4
lovis-corinth_self-portrait-in-a-tyrolean-hat-1913,2
peter-paul-rubens_achilles-and-the-daughters-of-lykomedes,1
john-singleton-copley_ebenezer-storer-1769,6
gustave-dore_christin-the-synagogue,7
vincent-van-gogh_landscape-at-sunset-1885,6
lucian-freud_head-of-a-boy,2
francesco-guardi_the-basin-of-saint-mark-s-square-with-san-giorgio-and-the-giudecca-c-1774-oil-on-canvas-1774,1
salvador-dali_study-for-sentimental-colloquy,0
lovis-corinth_portrait-of-the-poet-peter-hille-1902,6
jacob-isaakszoon-van-ruisdael_landscape-with-a-church-by-a-torrent-1670,7
giovanni-battista-piranesi_vedute-di-roma-21,4
william-turner_the-blue-rigi-lake-of-lucerne-sunrise,7
ivan-aivazovsky_the-shipwreck-1843,7
alfred-sisley_the-straw-rent-1895,3
joshua-reynolds_the-death-of-dido,1
vincent-van-gogh_self-portrait-with-dark-felt-hat-1886,6
pierre-auguste-renoir_bather-seated-on-a-rock-1892,3
aleksey-savrasov_trees-by-the-river-1861,6
jean-auguste-dominique-ingres_hygin-edmond-ludovic-auguste-cave,6
henri-de-toulouse-lautrec_combing,9
claude-monet_the-doges-palace,3
spyros-papaloukas_self-portrait-1941,2
harry-clarke_the-year-s-at-the-spring-1920-18,9
giovanni-battista-piranesi_prospectus-of-the-same-chair,4
leon-bakst_costume-design-for-the-ballet-narcisse-nymph-1911-1,2
ilya-mashkov_bakhchisaray-1925,5
george-stubbs_cattle-by-a-stream,7
joan-ponc_suite-instruments-de-tortura-1956-1,8
theodore-gericault_spanish-horse-in-a-stable,6
giovanni-battista-piranesi_holy-family-the-virgin-seated-on-the-ground-feeding-the-holy-child-standing,4
julius-leblanc-stewart_rio-della-maddalena-1908,3
andre-derain_still-life-on-the-table-1904,5
vincent-van-gogh_the-smoker-peasant-1888,5
gregoire-boonzaier_still-life-flowers,5
sergey-solomko_meeting,2
konstantin-somov_the-road-in-the-country,5
zinaida-serebriakova_portrait-of-boris-serebryakov-1908,2
guy-rose_laguna-rocks-low-tide-1916,3
edouard-vuillard_self-portrait-1,6
pierre-auguste-renoir_breton-landscape-1893,3
pablo-picasso_the-piano-velazquez-1957,8
karl-bodmer_mato-tope-a-mandan-chief-1833,3
nikolay-bogdanov-belsky_reading-a-book,5
edgar-degas_woman-washing-in-the-bath-1892,3
vincent-van-gogh_a-pair-of-shoes-1886,6
jean-leon-gerome_the-conspirators-presented-at-the-salon,9
nicholas-roerich_morning-star-1932,9
vasily-vereshchagin_the-ruins-of-the-chinese-shrine-ak-kent-1870,3
william-turner_calais-pier-with-french-poissards-preparing-for-sea-an-english-packeet-arriving,7
sir-lawrence-alma-tadema_after-the-audience-1879,3
ilya-mashkov_gurzuf-1925,5
ion-theodorescu-sion_la-malul-m-rii,5
lynd-ward_not-detected-272494,8
dante-gabriel-rossetti_aggie-1877,6
john-william-godward_contemplation-1922,6
salvador-dali_opposition,0
claude-monet_the-grand-canal,5
wassily-kandinsky_study-for-autumn-1909,2
wassily-kandinsky_crinolines-1909,2
gustave-courbet_female-nude-with-a-dog-portrait-of-leotine-renaude,4
albin-brunovsky_summer-image-ii-1979,4
yiannis-moralis_athens-landscape-1936,6
giovanni-battista-piranesi_view-of-main-facade-of-the-trajan-column-six-boards-together-4,4
vincent-van-gogh_cafe-terrace-on-the-place-du-forum-1888,5
fyodor-vasilyev_oaks,7
gustave-courbet_the-draughts-players-1844,9
vincent-van-gogh_still-life-vase-with-roses-1890,5
john-henry-twachtman_balcony-in-winter-1902,3
pablo-picasso_smoke-over-vallauris-1951,2
guido-reni_portrait-of-cardinal-roberto-ubaldini-1625,1
pierre-auguste-renoir_sleeping-nude-with-hat-repose,3
salvador-dali_fountain-of-milk-spreading-itself-uselessly-on-three-shoes,9
henri-de-toulouse-lautrec_a-saint-lazare-song-title-1887,2
sergey-solomko_age-of-the-great-peter,0
claude-monet_fruit-trees,5
mikhail-vrubel_duel-of-pechorin-and-grushnitsky-1891,6
eugene-delacroix_babylonian-captivity,2
joan-miro_bouquet-of-flowers-smile-of-my-blond,8
ivan-shishkin_oaks-1,6
jim-nutt_cotton-mouth-1968,2
maurice-prendergast_study-st-malo-no-11,3
harry-clarke_the-year-s-at-the-spring-1920-26,3
juan-de-valdes-leal_the-sacrifice-of-isaac-1659,1
antoine-pesne_geometrician,1
edouard-cortes_place-de-la-republique-clichi,5
edmund-dulac_the-pearl-of-the-fish-from-the-kingdom-of-the-pearl,0
giovanni-battista-piranesi_transverse-and-longitudinal-sections-of-the-temple-of-isis-and-adjacent-parts,4
theo-van-rysselberghe_vase-of-flowers-1923,5
giovanni-battista-piranesi_bacchante-dancing-with-castanets,4
vincent-van-gogh_landscape-with-a-farm-1883,6
remedios-varo_dead-leaves-1956,8
octav-angheluta_tomis-market-1975,5
gustave-loiseau_village-in-snow-1911,7
ossip-zadkine_dance,2
henri-michaux_face,9
conroy-maddox_enchantment-1941,2
winslow-homer_the-red-school-house,6
periklis-vyzantios_hunger,1
francisco-goya_trials-1799,4
charles-francois-daubigny_the-banks-of-the-oise-1859,6
arturo-souto_i-go-1934,2
ilya-repin_boris-godunov-with-ivan-the-terrible-1890,7
canaletto_grand-canal-from-santa-maria-della-carita-to-the-bacino-di-san-marco,1
salvador-dali_dali-combat,5
